ID,Tipo,SKU,Nombre,Publicado,Visibilidad en el catálogo,Descripción corta,¿Existencias?,Inventario,Estado del impuesto,Precio normal,Categorías,Imágenes,Superior,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Atributo predeterminado 1,Meta: notas_de_salida,Meta: _notas_de_salida,Meta: notas_de_corazon,Meta: _notas_de_corazon,Meta: notas_de_fondo,Meta: _notas_de_fondo
,variation,AR-DELICIA-250,Aroma Delicia 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-DELICIA,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-DELICIA-500,Aroma Delicia 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-DELICIA,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-DELICIA-1L,Aroma Delicia 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-DELICIA,Capacidad,1 L,1,1,,,,,,,
,variable,AR-DREAM-LOVE,Aroma Dream Love,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/dream-love.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Cedro rosado, flor de naranjo",field_6a3739f9978a5,"Almizcle, rosa antigua",field_6a373a0b978a6,"Bois de rose, ámbar cálido",field_6a373a15978a7
,variation,AR-DREAM-LOVE-150,Aroma Dream Love 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-DREAM-LOVE,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-DREAM-LOVE-250,Aroma Dream Love 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-DREAM-LOVE,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-DREAM-LOVE-500,Aroma Dream Love 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-DREAM-LOVE,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-DREAM-LOVE-1L,Aroma Dream Love 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-DREAM-LOVE,Capacidad,1 L,1,1,,,,,,,
,variable,AR-DULCE-ESTACION,Aroma Dulce Estación,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/dulce-estacion.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Durazno maduro, frutos rojos",field_6a3739f9978a5,"Crema batida, flor de vainilla",field_6a373a0b978a6,"Madera suave, almizcle",field_6a373a15978a7
,variation,AR-DULCE-ESTACION-150,Aroma Dulce Estación 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-DULCE-ESTACION,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-DULCE-ESTACION-250,Aroma Dulce Estación 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-DULCE-ESTACION,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-DULCE-ESTACION-500,Aroma Dulce Estación 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-DULCE-ESTACION,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-DULCE-ESTACION-1L,Aroma Dulce Estación 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-DULCE-ESTACION,Capacidad,1 L,1,1,,,,,,,
,variable,AR-FLORAL-BREEZE,Aroma Floral Breeze,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/floral-breeze.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Lirio del valle, mandarina",field_6a3739f9978a5,"Rosa silvestre, gardenia",field_6a373a0b978a6,"Almizcle, madera de ámbar",field_6a373a15978a7
,variation,AR-FLORAL-BREEZE-150,Aroma Floral Breeze 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-FLORAL-BREEZE,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-FLORAL-BREEZE-250,Aroma Floral Breeze 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-FLORAL-BREEZE,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-FLORAL-BREEZE-500,Aroma Floral Breeze 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-FLORAL-BREEZE,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-FLORAL-BREEZE-1L,Aroma Floral Breeze 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-FLORAL-BREEZE,Capacidad,1 L,1,1,,,,,,,
,variable,AR-FRESH,Aroma Fresh,0,visible,,1,,taxable,,Aromas,,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,Brisa marina,field_6a3739f9978a5,"Madera clara, hoja fresca",field_6a373a0b978a6,"Ambar ligero, almizcle",field_6a373a15978a7
,variation,AR-FRESH-150,Aroma Fresh 150 ML,0,visible,,1,100,taxable,90.00,Aromas,,AR-FRESH,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-FRESH-250,Aroma Fresh 250 ML,0,visible,,1,100,taxable,125.00,Aromas,,AR-FRESH,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-FRESH-500,Aroma Fresh 500 ML,0,visible,,1,100,taxable,229.00,Aromas,,AR-FRESH,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-FRESH-1L,Aroma Fresh 1 L,0,visible,,1,100,taxable,439.00,Aromas,,AR-FRESH,Capacidad,1 L,1,1,,,,,,,
,variable,AR-GLAMOUR,Aroma Glamour,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/glamour.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Cereza negra, pimienta rosa",field_6a3739f9978a5,"Violeta, flor de naranjo",field_6a373a0b978a6,"Vainilla intensa, pachulí",field_6a373a15978a7
,variation,AR-GLAMOUR-150,Aroma Glamour 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-GLAMOUR,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-GLAMOUR-250,Aroma Glamour 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-GLAMOUR,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-GLAMOUR-500,Aroma Glamour 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-GLAMOUR,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-GLAMOUR-1L,Aroma Glamour 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-GLAMOUR,Capacidad,1 L,1,1,,,,,,,
,variable,AR-GOLDEN,Aroma Golden,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/golden.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Cítricos, flor de azahar",field_6a3739f9978a5,"Jazmín, lirio del valle",field_6a373a0b978a6,"Almizcle blanco, ámbar dorado",field_6a373a15978a7
,variation,AR-GOLDEN-150,Aroma Golden 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-GOLDEN,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-GOLDEN-250,Aroma Golden 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-GOLDEN,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-GOLDEN-500,Aroma Golden 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-GOLDEN,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-GOLDEN-1L,Aroma Golden 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-GOLDEN,Capacidad,1 L,1,1,,,,,,,
,variable,AR-HONEY,Aroma Honey,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/honey.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Néctar, flores, miel dorada",field_6a3739f9978a5,Flores suaves,field_6a373a0b978a6,"Vainilla tibia, madera dulce",field_6a373a15978a7
,variation,AR-HONEY-150,Aroma Honey 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-HONEY,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-HONEY-250,Aroma Honey 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-HONEY,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-HONEY-500,Aroma Honey 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-HONEY,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-HONEY-1L,Aroma Honey 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-HONEY,Capacidad,1 L,1,1,,,,,,,
,variable,AR-LAVANDA-FRANCESA,Aroma Lavanda Francesa,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/lavanda-francesa.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Lavanda de Provenza, limón",field_6a3739f9978a5,"Romero, eucalipto",field_6a373a0b978a6,"Cedro, almizcle",field_6a373a15978a7
,variation,AR-LAVANDA-FRANCESA-150,Aroma Lavanda Francesa 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-LAVANDA-FRANCESA,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-LAVANDA-FRANCESA-250,Aroma Lavanda Francesa 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-LAVANDA-FRANCESA,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-LAVANDA-FRANCESA-500,Aroma Lavanda Francesa 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-LAVANDA-FRANCESA,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-LAVANDA-FRANCESA-1L,Aroma Lavanda Francesa 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-LAVANDA-FRANCESA,Capacidad,1 L,1,1,,,,,,,
,variable,AR-MACCHIATO,Aroma Macchiato,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/macchiato.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Espresso, cacao tostado",field_6a3739f9978a5,"Crema dulce, caramelo",field_6a373a0b978a6,"Madera, vainilla oscura",field_6a373a15978a7
,variation,AR-MACCHIATO-150,Aroma Macchiato 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-MACCHIATO,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-MACCHIATO-250,Aroma Macchiato 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-MACCHIATO,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-MACCHIATO-500,Aroma Macchiato 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-MACCHIATO,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-MACCHIATO-1L,Aroma Macchiato 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-MACCHIATO,Capacidad,1 L,1,1,,,,,,,
,variable,AR-MANGO-TROPICAL,Aroma Mango Tropical,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/mango-tropical.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Mango jugoso, maracuyá",field_6a3739f9978a5,"Flor de hibisco, peonía rosada",field_6a373a0b978a6,"Almizcle, vainilla ligera",field_6a373a15978a7
,variation,AR-MANGO-TROPICAL-150,Aroma Mango Tropical 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-MANGO-TROPICAL,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-MANGO-TROPICAL-250,Aroma Mango Tropical 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-MANGO-TROPICAL,Capacidad,250 ML,1,1,,,,,,,
,variation,AR-MANGO-TROPICAL-500,Aroma Mango Tropical 500 ML,1,visible,,1,100,taxable,229.00,Aromas,,AR-MANGO-TROPICAL,Capacidad,500 ML,1,1,,,,,,,
,variation,AR-MANGO-TROPICAL-1L,Aroma Mango Tropical 1 L,1,visible,,1,100,taxable,439.00,Aromas,,AR-MANGO-TROPICAL,Capacidad,1 L,1,1,,,,,,,
,variable,AR-MATCHA,Aroma Matcha,1,visible,,1,,taxable,,Aromas,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/matcha.png,,Capacidad,"150 ML, 250 ML, 500 ML, 1 L",1,1,150 ML,"Té verde, lima",field_6a3739f9978a5,"Hoja de menta, bambú",field_6a373a0b978a6,"Almizcle suave, ámbar claro",field_6a373a15978a7
,variation,AR-MATCHA-150,Aroma Matcha 150 ML,1,visible,,1,100,taxable,90.00,Aromas,,AR-MATCHA,Capacidad,150 ML,1,1,,,,,,,
,variation,AR-MATCHA-250,Aroma Matcha 250 ML,1,visible,,1,100,taxable,125.00,Aromas,,AR-MATCHA,Capacidad,250 ML,1,1,,,,,,,
